uid,region,severity,density
uezg,south,1,218.0
uezj,south,2,25052.0
ufbe,south,3,387758.0
ufbf,south,3,106742.0
ufck,south,1,594.0
ufcx,south,1,18922.0
ufdw,northeast,5,17413333.0
ufek,west,4,1896560.0825
ufez,south,1,726.0
uffi,northeast,2,74667.0
ufiv,south,1,807.0
uflc,south,2,41456.0
uflo,west,4,5605000.0
ufmc,northeast,2,67240.0
ufof,south,1,12586.0
ufpr,south,2,33475.0
ufpu,west,4,3080414.0
ufrh,south,2,78765.0
ufsz,west,4,2022000.0
ufwb,west,4,1292595.5
ugaw,south,1,3389.0
ugbr,west,4,6076394.0
ugcn,south,3,359439.0
ugdj,south,3,282403.0
ugee,south,1,3413.0
ugfp,south,1,19136.0
ugjb,south,2,64384.0
ugji,south,3,627312.0
ugkf,west,4,5502500.0
ugkt,west,4,6250000.0
ugnb,south,2,33039.0
ugoe,south,1,7515.0
ugpm,midwest,1,13745.0
ugpq,midwest,1,147.870632911392
ugqa,south,1,5809.0
ugqj,west,3,647808.5
ugra,south,1,4772.0
ugvj,south,2,21958.0
ugyb,south,2,30498.0
ugyi,south,1,5083.0
ugzb,midwest,1,10898.0
uhbr,west,4,6400000.0
uhck,south,1,2234.0
uhdw,south,2,88105.0
uhgv,west,4,4627251.5
uhhx,south,1,1961.0
uhks,south,1,19642.0
uhln,west,4,6622500.0
uhnn,west,1,19834.0
uhnv,midwest,3,172305.0
uhoz,south,3,103527.0
uhpo,south,2,76287.0
uhqt,south,2,39040.0
uhtg,south,1,2000.0
uhtu,south,2,26141.0
uhyi,south,1,11618.0
uhyl,south,1,10166.0
uhzh,south,1,15183.0
uhzo,south,1,1053.0
uiam,midwest,1,485.2333466933868
uiav,west,4,4220189.0
uich,south,1,3750.0
uics,midwest,1,2872.0
uidp,south,3,634888.0
uied,south,1,1138.0
uieh,west,2,37520.87854609929
uigx,south,1,17238.0
uiht,south,1,799.0
uiia,midwest,3,235720.0
uioa,midwest,3,674343.0
uirp,midwest,1,19530.0
uirz,south,2,39938.0
uism,south,1,6100.0
uitz,west,4,3529811.0
uiyf,south,1,871.0
uiyh,south,1,8937.0
ujas,south,1,1271.0
ujbw,south,1,2254.0
ujdf,south,1,581.0
ujdj,south,1,145.0
ujdk,northeast,3,100400.0
ujgb,west,4,5107500.0
ujib,west,4,5485000.0
ujio,south,2,93430.0
ujkk,west,4,5215000.0
ujky,midwest,4,1148618.0
ujlu,south,1,1452.0
ujmd,west,4,6727500.0
ujmm,south,1,2244.0
ujno,west,4,7980000.0
ujnq,south,1,9204.0
ujoe,south,2,46920.0
ujpw,west,4,7130000.0
ujpy,south,1,13071.0
ujqv,west,4,2536578.5
ujtc,south,1,1017.0
ujtp,south,1,4302.0
ujvg,south,1,2681.0
ujxc,south,3,722944.0
ujxd,west,1,500.0
ujxq,west,4,1481472.5
ujyy,south,1,2974.0
ukbl,midwest,1,2728.0
ukbq,west,4,3122500.0
ukdh,south,2,66848.0
ukef,south,1,13524.0
ukfm,midwest,2,21348.0
ukgd,south,3,291684.0
ukhl,northeast,3,227600.0
ukja,midwest,2,26460.0
ukkb,south,3,177099.9984741211
uklg,midwest,3,504722.0
uklk,south,1,726.0
uklv,northeast,3,501000.0
ukmd,south,1,1130.0
ukpi,south,2,26910.0
ukpj,northeast,3,174467.0
ukqr,south,1,2120.0
ukrn,south,2,49335.0
ukry,south,2,48409.0
uksz,south,1,16044.0
uktt,south,1,2599.0
ukug,south,4,1027245.0
ukww,south,2,23164.0
ukyk,south,2,36158.0
ukyo,south,1,2420.0
ulap,south,3,146680.0
ulcw,west,4,1875513.33
uldo,south,1,3631.0
uldq,south,3,227282.0
uleb,south,1,9694.0
ulfo,south,1,3388.0
ulgn,south,1,18533.0
uliu,south,1,3602.0
ulji,midwest,1,10395.0
uljz,south,1,501.0
ullh,midwest,3,343564.0
ulnf,northeast,1,466.5517241379311
ulnh,south,3,399085.0
ulnp,south,2,76698.0
ulnt,south,1,2905.0
ulny,south,1,1461.0
uloe,west,4,1344699.5
ulqe,west,4,5782500.0
ulqv,south,1,4225.0
ulto,south,1,7407.0
ulub,south,2,20332.0
ulvx,south,2,31369.0
ulwi,west,4,1325160.5
ulxp,south,1,4872.0
ulyk,south,1,1878.0
ulzk,west,4,3787074.5
ulzt,south,2,42228.0
umac,northeast,1,0.0
umam,south,3,104201.0
umbf,midwest,2,23018.0
umcb,south,1,1002.0
umdv,south,1,13071.0
umey,northeast,2,40116.05504587156
umez,west,1,45.6959090909091
umgg,south,1,1232.0
umgx,midwest,2,93539.0
umhc,south,3,104274.0
umih,west,4,2420000.0
umiq,midwest,4,1562400.0
umlb,west,3,173339.0
ummo,south,1,8068.0
ummt,south,4,1526344.0
umnq,west,4,2380266.5
umny,south,2,37840.0
umoo,south,1,1743.0
umop,south,1,2905.0
umph,midwest,3,209790.0
umpk,west,4,6435000.0
umqx,midwest,1,13296.0
umtj,south,2,48409.0
umuw,south,2,71404.0
umxd,west,4,6105702.5
umyi,west,4,8170000.0
unaf,midwest,4,2656900.0
unbi,south,1,2259.0
unbs,south,2,22873.0
undm,south,1,15340.0
unep,midwest,1,10495.0
unhl,south,1,2541.0
unht,south,1,726.0
unja,west,3,944150.0
unjm,west,1,234.13454270597128
unju,south,1,6694.531250000001
unkc,west,4,1673606.0
unld,south,3,749860.0
unlw,south,1,16597.0
unly,south,1,4692.0
unmg,south,1,9440.0
unni,midwest,1,176.291500664011
unnv,northeast,3,332638.47926267283
unpb,midwest,2,79695.0
unqt,south,2,65958.0
unrm,south,2,53169.9981689453
unsc,south,1,2147.0
unsf,south,2,36869.0
unsg,west,4,6216423.5
untn,south,2,38287.0
unwd,south,2,72599.9984741211
unzn,south,1,2200.0
uoad,south,2,37275.0
uoar,midwest,1,9612.0
uods,south,1,14523.0
uoep,south,1,782.0
uofb,south,1,1126.0
uogg,west,4,5314373.0
uogp,midwest,2,27800.0
uogt,south,1,3558.0
uohm,west,4,2513783.0
uoiq,south,1,4149.0
uoiu,west,4,1406573.0
uoki,south,3,720330.0
uokp,west,4,6062500.0
uoky,south,3,116182.0
uomx,west,1,3008.9952212938333
uonl,south,1,1017.0
uoon,west,4,3152057.0
uopt,west,4,3419090.0
uoqa,south,1,5613.0
uosh,west,4,3204161.0
uouk,south,3,205256.0
uovr,south,1,4320.0
uoyn,south,1,8363.0
upbq,south,2,57607.0
upcg,south,1,8582.0
upfk,south,1,1089.0
upfy,south,1,9183.0
uphq,northeast,2,54000.0
upib,northeast,3,178398.9
upif,northeast,1,0.0
upjb,south,1,2324.0
upks,south,1,2178.0
upkt,west,1,275.0
upku,south,1,8714.0
upnf,south,1,508.0
upnk,south,2,20332.0
upnr,south,1,5586.0
upoe,west,5,17815596.86
upoi,south,3,128345.0
upop,west,4,8720000.0
uppg,west,4,2112499.9975
uppt,south,1,323.0
uprb,south,2,50029.0
upsj,south,1,1983.0
upub,midwest,3,137717.0
upuy,south,1,268.0
upwp,midwest,4,3635100.0
upwu,midwest,1,5670.0
upxq,south,1,1210.0
uqah,west,4,2065553.5
uqam,midwest,1,513.0
uqdi,west,4,7107500.0
uqfe,south,1,5906.0
uqgx,south,1,5809.0
uqhe,south,3,150266.0
uqhl,south,2,61503.0
uqhu,midwest,3,476749.0
uqii,west,4,1175361.5
uqio,south,1,3433.0
uqjy,northeast,2,51807.6
uqjz,south,1,15975.0
uqkn,south,1,16597.0
uqlj,northeast,1,6603.1828703703695
uqms,south,2,91494.0
uqpa,west,4,6172500.0
uqri,midwest,1,1640.6371607515628
uqrr,northeast,3,344800.0
uqrz,south,2,20332.0
uqso,south,1,968.0
uqsr,west,4,3700000.0
uqsu,south,1,4383.0
uqsw,south,1,5000.0
uqtf,northeast,3,530800.0
uqtj,south,1,145.0
uqug,south,2,32434.0
uqvn,west,4,6295000.0
uqwb,west,4,3090183.5
uqwt,midwest,1,544.7681836327342
uqxs,south,1,218.0
urbn,midwest,1,2099.0
urdo,south,1,6374.0
urdr,south,1,189.0
uriw,west,4,5082500.0
urkx,south,1,3389.0
urll,midwest,1,2319.3643199999965
urmk,south,1,358.0
urml,northeast,2,62000.0
urpb,south,1,3112.0
urpq,south,1,9345.0
urql,south,1,11618.0
ursm,midwest,2,37709.0
urty,south,1,5586.0
urxk,south,1,9440.0
uryk,south,1,13555.0
uryr,south,1,2091.0
urzq,midwest,4,1171800.0
usbc,south,1,2504.0
usbl,midwest,3,330470.0
uscb,south,2,20021.0
uscr,west,4,5067500.0
usfy,west,3,925913.5
usgz,south,3,241052.0
ushp,south,1,3812.0
ushu,northeast,2,87600.0
usjh,south,1,17427.0
uskp,south,2,28682.0
usmv,south,2,49377.0
usof,west,4,4991979.5
usoo,south,1,9159.0
uspi,south,1,89.0
usqh,south,1,3389.0
usra,south,2,90622.0
usrh,midwest,3,261223.0
usru,west,4,6042500.0
ussy,south,3,460856.0
ustf,midwest,2,66137.4786328211
ustk,west,3,103973.0
usuc,south,1,13071.0
usui,south,2,33971.0
usur,south,1,908.0
uswe,south,1,7922.0
usww,south,1,14060.0004196167
usxf,south,1,125.0
usyi,west,4,4400000.0
utaz,northeast,2,57067.0
utbj,northeast,3,127333.0
utck,south,2,23537.0
utcy,south,3,159345.0
utfo,northeast,2,50563.75011090343
uths,south,3,101950.0
utjj,south,1,15491.0
utkh,south,2,20228.0
utmu,south,2,39212.0
utnn,west,4,3715431.5
utoz,west,4,1813635.5
utpz,west,4,6160000.0
utqy,west,4,3174852.5
utrd,south,3,274481.0
uttk,south,1,7263.0
utuc,south,1,1100.0
utvq,west,4,1826661.5
utxm,west,4,5572500.0
utzk,midwest,1,543.0
uubk,west,3,905072.0
uubr,south,1,8701.0
uuby,south,1,3420.0
uuce,west,4,6412500.0
uudu,west,4,3477707.0
uufd,west,4,5125496.0
uufg,south,2,35799.0
uufr,south,1,2541.0
uulg,west,1,17146.0
uulq,northeast,2,24411.926605504585
uumt,south,3,153397.0
uupc,south,3,109440.0
uuph,south,1,659.0
uupu,midwest,2,30188.0
uuqi,midwest,1,443.0
uuqy,south,2,95058.0
uusk,south,1,1452.0
uusw,west,4,2061129.5
uutm,midwest,1,159.0
uuts,south,1,598.0
uuud,west,4,4652500.0
uuuo,west,4,5750000.0
uuuy,south,1,5446.0
uuva,south,2,44850.0
uuwj,south,2,21058.0
uuwp,midwest,1,3071.0
uvat,west,4,1719197.0
uvcn,south,2,31305.0
uvdi,south,1,3086.0
uvdk,midwest,1,3211.548028368797
uvdr,south,2,20332.0
uvek,south,3,135546.0
uvey,south,1,1271.0
uvfd,south,1,2178.0
uvfx,south,3,167980.0
uvgd,south,2,21566.0
uvhq,midwest,1,6441.839156785244
uvig,south,1,980.0
uvka,south,4,5388926.0
uvmo,midwest,2,56762.0
uvmp,west,4,1527063.5
uvmz,midwest,3,132661.0
uvno,south,1,2541.0
uvon,south,1,3485.0
uvsi,south,3,137240.0
uvso,northeast,1,18698.133484162896
uvsu,south,1,14315.0
uvuk,south,1,2500.0
uvxx,south,1,4163.0
uvyn,south,3,169432.0
uvyt,west,4,1694673.25
uvzj,south,1,363.0
uvzr,south,1,3697.0
uwbo,south,2,28610.0
uwcb,south,1,13700.0
uwea,west,4,5730000.0
uwek,south,1,10166.0
uwfw,midwest,3,126315.0
uwka,northeast,5,24666667.0
uwkz,south,1,9440.0
uwlo,west,4,4607712.5
uwlx,west,4,2412831.5
uwns,south,2,21058.0
uwoa,south,1,12635.0
uwpj,west,4,2614734.5
uwqf,south,1,1452.0
uwqq,south,1,3050.0
uwqy,south,3,160284.0
uwrz,south,1,218.0
uwvs,south,2,22026.0
uwvu,south,1,10892.0
uwwk,south,3,723088.0
uwxg,midwest,2,66780.0
uwzf,west,3,250173.333
uxba,south,2,23721.0
uxcc,midwest,1,18270.0
uxck,west,4,4577500.0
uxdg,midwest,1,500.0
uxdj,south,1,275.0
uxdo,midwest,3,579600.0
uxen,midwest,1,1323.0
uxfv,south,2,87213.0
uxfy,south,1,835.0
uxfz,midwest,3,494251.0
uxgw,northeast,3,461867.0
uxhg,midwest,1,1231.2811594202894
uxhx,south,2,32531.0
uxik,west,4,2523552.5
uxkh,south,1,2259.0
uxmj,west,4,5737500.0
uxng,south,1,7261.0
uxnj,south,2,27697.0
uxnk,south,1,5809.0
uxpd,south,3,100415.0
uxpw,south,1,799.0
uxqk,midwest,2,98665.0
uxry,south,3,393083.0
uxte,northeast,3,227448.0
uxub,south,2,54460.0
uxup,south,1,15685.0
uxuq,south,1,19364.0
uxvm,south,3,123444.0
uyae,south,1,13007.0
uyau,midwest,2,58590.0
uyax,south,2,57654.0
uybt,south,1,9384.0
uycd,south,1,3340.0
uyck,west,4,1051212.5
uydt,south,2,47198.0
uyem,south,2,20332.0
uyfm,south,1,1743.0
uyfq,south,1,4149.0
uygj,midwest,4,2746800.0
uyhm,south,3,349560.0
uyis,west,4,2950154.0
uyjz,south,2,35688.0
uykm,south,2,60887.0
uykx,south,1,6455.0
uylu,midwest,1,3465.0
uyme,midwest,4,1323900.0
uymt,west,4,5548841.0
uynq,south,1,1936.0
uyom,south,3,117473.0
uyor,west,4,4731750.0
uyrk,west,4,1753426.6625
uyrq,south,2,94398.0
uyrw,south,1,9682.0
uysz,west,1,380.0
uyta,south,1,3013.0
uyuk,west,4,6912500.0
uyve,west,4,1816892.0
uyvh,south,1,12586.0
uyxf,south,2,88952.0
uyzc,south,3,353267.0
uzar,south,1,14730.0
uzbk,south,1,939.0
uzcc,south,1,1367.0
uzcm,south,2,22008.0
uzcu,west,4,4900000.0
uzek,south,1,11376.0
uzfd,south,2,35042.0
uzfv,south,1,2504.0
uzhl,south,2,83506.0
uzid,south,1,323.0
uzjd,south,1,944.0
uzje,south,2,43568.0
uzjk,south,2,57801.0
uzkr,south,1,7612.0
uzkv,south,2,38727.0
uzla,south,1,2905.0
uzlb,south,1,1196.0
uzlp,south,1,1162.0
uzml,south,1,19087.0
uzmy,south,2,22510.0
uzpa,west,3,403571.0
uzpv,west,3,182060.0
uzpw,west,2,65100.0
uzqm,west,4,5785000.0
uzqx,west,4,1066553.329
uzru,south,1,4195.0
uzvs,west,4,1194900.5
uzys,south,1,1367.0
uzzl,northeast,2,69162.5
vaai,south,1,313.0
vabo,south,1,968.0
vabz,south,2,37891.0
vacg,south,1,15491.0
vafg,south,1,2367.75
vafv,south,3,101659.0
vagg,south,2,78745.0
vago,south,3,306794.0
vahs,west,4,1404000.0
vahw,south,1,6777.0
vail,south,1,2990.0
vaje,south,1,9682.0
vajj,south,1,508.0
vakr,south,3,284647.0
valn,south,1,11618.0
vapd,south,3,222060.0
vapz,northeast,2,61995.15384615385
vawq,south,1,13754.0
vaxa,midwest,3,590940.0
vaxu,west,3,909200.0
vazr,south,2,23963.0
vazu,south,1,313.0
vbba,south,3,529718.0
vbcr,west,2,31800.0
vbdm,south,3,431327.0
vbeh,northeast,1,1127.5
vbeu,south,1,5465.0
vbfe,south,1,2905.0
vbfo,midwest,1,6930.0
vbfw,south,2,66079.0
vbhq,midwest,3,175455.0
vbil,west,2,37699.125
vbjn,south,1,726.0
vbkf,midwest,3,492975.0
vbmc,south,2,94410.0036621094
vbmh,west,3,239173.55
vbms,west,4,5864721.5
vbmz,south,1,10.0
vbnl,south,2,49377.0
vbns,west,3,452418.5
vboa,south,3,120276.0
vbpb,south,1,4841.0
vbpc,midwest,2,27491.0
vbpo,south,1,4225.0
vbpu,midwest,1,223.4258854860187
vbpw,midwest,1,364.7798337950142
vbrh,midwest,1,8719.0
vbsv,west,3,353279.99950000003
vbsz,northeast,2,68800.0
vbuh,south,2,46176.0
vbvq,midwest,5,195930000.0
vbwr,midwest,3,414540.0
vbyu,south,2,43568.0
vbza,midwest,3,466748.0
vbzu,south,1,18153.0
vcbc,south,1,9682.0
vcbi,west,2,21343.0
vcbk,west,3,953919.5
vcbx,south,2,74550.0
vccy,south,1,9488.0
vcdt,south,2,26971.0
vcee,west,4,5475000.0
vcgd,northeast,3,227448.0
vcgg,west,4,2083925.0
vcgs,west,4,4604456.0
vchl,west,4,5205000.0
vcho,south,1,871.0
vchr,south,1,670.0
vcks,south,1,2420.0
vckz,south,2,26141.0
vcle,south,2,47199.0
vcmw,west,3,615243.5
vcmx,midwest,1,15435.0
vcne,south,1,1315.0
vcpe,south,1,5474.0
vcph,south,2,83506.0
vcqd,west,4,1813635.5
vcqe,west,4,4980000.0
vcqk,south,3,216874.0
vcrr,south,1,2541.0
vcrs,south,2,23104.0
vcry,south,1,2033.0
vcse,west,4,6180000.0
vcuz,south,2,60996.0
vdbb,west,4,5647500.0
vdcz,northeast,1,2867.0
vddt,west,4,5432500.0
vdes,south,2,69087.0
vdfb,south,1,8531.0
vdfe,south,1,2832.0
vdfk,south,1,1598.0
vdgn,west,4,5052500.0
vdgq,south,2,29191.0
vdht,west,4,6165000.0
vdil,west,4,2148979.995
vdkj,south,1,13071.0
vdml,south,3,726623.0
vdmx,south,1,10892.0
vdna,south,1,782.0
vdnx,west,4,2500757.0
vdox,south,3,726719.0
vdpk,south,3,130463.0
vdpw,south,1,3527.0
vdqk,west,4,5702500.0
vdra,west,4,5570000.0
vdsn,south,2,26141.0
vdso,south,1,54.0
vdtu,midwest,1,457.859640718563
vdtv,south,1,14523.0
vdve,south,3,752280.0
vdxh,northeast,1,5735.54347826087
vdxs,south,1,4128.0
vdxy,south,1,10892.0
vdya,west,4,7995000.0
vdyn,south,1,9831.0
veae,west,4,2119746.5
veco,south,1,2991.0
vedi,south,1,1452.0
vedz,west,4,2271946.665
veeq,south,2,53250.0
vefa,west,4,3445593.33
vefj,south,1,6390.0
vefu,south,1,1743.0
vegf,west,4,2497500.5
vegp,south,1,726.0
vehc,south,1,8714.0
veiu,south,1,73.0
veiy,south,3,148495.0
vejz,south,3,462539.0
veor,south,1,641.0
veph,south,3,214937.0
verl,south,1,8714.0
verq,south,1,14124.0
vesp,south,1,19190.00005722046
veuv,midwest,1,143.5678727634195
vewc,south,1,9682.0
veyr,west,4,1796019.995
vezl,northeast,2,33700.0
vezx,south,1,5204.0
vfaj,south,2,27956.0
vfcg,south,1,16136.0
vfct,south,1,569.0
vfen,northeast,2,72756.91176470589
vfer,south,1,12863.0
vfgn,west,4,4265000.0
vfhj,midwest,1,356.93682275711177
vfjt,midwest,3,151830.0
vfkh,south,1,1452.0
vfla,south,3,144502.0
vfnc,south,3,297981.0
vfnt,south,1,15249.0
vfnu,south,2,51919.0
vfnz,south,2,82296.0
vfps,midwest,1,8396.0
vfqg,south,2,40488.0
vfrb,west,4,5032500.0
vfrj,south,1,138.0
vfrk,northeast,1,329.1970802919708
vfrq,south,1,14341.0
vfrw,midwest,1,305.0219235836627
vfsy,south,1,1670.0
vfte,south,1,6100.0
vfth,northeast,1,5733.0
vftu,south,1,14401.0
vfty,south,1,3200.0
vfvd,midwest,3,145530.0
vfvn,south,2,68318.0
vfvo,south,3,594708.0
vfwq,south,4,1397092.0
vfxp,south,1,417.0
vfxw,west,4,1728388.63
vfzr,south,3,486099.0
vgcu,west,4,1077666.5
vgfg,northeast,2,25482.6
vgga,south,2,48797.0
vgge,midwest,3,114345.0
vggk,northeast,1,13870.039682539682
vgik,northeast,2,39333.0
vgjo,south,1,3873.0
vgkk,south,1,7261.0
vgku,midwest,3,252937.0
vgnf,south,1,1779.0
vgnp,south,2,24105.0
vgoh,south,3,762446.0
vgpb,west,4,6075000.0
vgrc,midwest,2,53550.0
vgtc,south,1,16905.0
vgut,south,1,5809.0
vgvr,northeast,3,296667.0
vgvt,south,1,2922.0
vgvu,west,4,4692500.0
vgvv,south,1,10892.0
vgzf,south,1,1210.0
vhbo,south,1,242.0
vhcr,midwest,4,3589700.0
vhdl,west,4,3897500.0
vhgc,south,1,5809.0
vhgw,south,3,191991.0
vhho,south,1,9797.0
vhio,south,1,179.0
vhjw,south,2,29046.0
vhkk,south,1,2759.0
vhku,south,1,13512.68365471815
vhlh,south,2,27351.0
vhmc,south,1,940.0
vhmf,west,4,6177345.5
vhmm,south,1,11295.0
vhmy,south,1,4195.0
vhqo,south,2,34613.0
vhsm,west,4,5185000.0
vhtm,west,4,4872500.0
vhtu,south,1,2614.0
vhva,northeast,1,4665.51724137931
vhvh,south,3,123102.0
vhvk,midwest,3,731430.0
vhvl,south,1,924.0
vhwq,west,2,22200.0
vhzi,midwest,1,248.7825657370516
vhzo,south,1,254.0
viae,south,3,220988.0
vice,west,4,5960000.0
vicr,south,2,22075.0
vidv,south,1,4621.0
vihr,south,1,112.0
vihu,south,1,8641.0
vijg,south,1,13891.0
vijo,south,2,35363.0
vikf,south,1,363.0
vild,south,1,3413.0
vimd,south,1,944.0
vimo,northeast,3,288667.0
vimp,west,4,6790000.0
vinj,south,1,3131.0
vinm,midwest,3,481445.0
vioh,south,1,12209.0
vipk,south,1,1330.0
viqn,west,4,6575000.0
virm,south,1,9576.0
visp,south,1,726.0
visz,west,4,7337500.0
viuu,south,3,385217.0
vivf,south,3,237205.0
viwo,west,2,37197.0
vixx,west,4,4252500.0
vizi,south,1,2140.0
vjct,south,1,1565.0
vjcw,west,4,6365000.0
vjdb,west,4,6255000.0
vjei,south,1,500.0
vjfa,midwest,4,5777440.0
vjfz,northeast,2,26451.36
vjhs,northeast,1,260.1923076923077
vjhw,south,2,31250.0
vjiy,south,2,21784.0
vjjg,south,1,11013.0
vjjl,south,1,601.0
vjkj,midwest,3,198450.0
vjog,northeast,2,60749.360902255634
vjoj,south,1,8299.0
vjqh,midwest,2,69700.0
vjrm,south,2,33402.0
vjrq,south,3,268195.0
vjsj,northeast,1,312.09208163265305
vjuq,south,3,113762.0
vjuu,west,4,1530320.0
vjwj,south,2,21784.0
vjym,midwest,2,48196.0
vjzc,south,1,17536.0
vjzg,south,1,145.0
vkaf,south,2,56405.0
vkdk,west,4,1357725.5
vkep,south,2,20286.0
vkfn,west,4,6735000.0
vkir,south,1,1346.0
vkjq,south,2,22591.0
vkky,south,2,46473.0
vkmp,south,1,968.0
vkoe,south,1,11183.0
vkpb,west,4,1715940.5
vkph,south,2,67531.0
vkrl,west,4,5297500.0
vkrp,south,1,363.0
vkrv,south,2,67754.0
vktj,midwest,3,124895.0
vkue,south,2,46473.0
vkuf,south,1,2905.0
vkwi,west,4,1181874.5
vkwk,south,1,6573.0
vkwy,south,2,34232.0
vkxt,south,2,20477.0
vkyl,south,1,7624.0
vkyw,west,3,502636.0
vlas,midwest,2,66150.0
vlcc,west,4,4405809.5
vlce,south,1,871.0
vlci,midwest,3,211743.0
vlcw,midwest,3,475176.0
vlem,south,1,13361.0
vlfa,northeast,2,28179.022556390977
vlfc,west,4,6775000.0
vlhc,midwest,3,112990.0
vlhf,west,4,7455000.0
vlmk,south,1,18153.0
vlmn,midwest,1,9450.0
vlpj,midwest,2,32347.2
vlpl,south,1,16459.0
vlsf,west,4,2435640.0
vluh,south,1,5687.0
vlxt,south,1,17155.0
vlyf,midwest,1,8568.0
vlyn,south,1,10701.0
vlzo,northeast,1,2465.024509803922
vman,south,1,6601.0
vmbh,south,1,145.0
vmbj,south,1,5698.0
vmbp,west,4,3767535.5
vmcd,south,1,4204.0
vmcy,northeast,1,17479.8
vmdt,south,2,58091.0
vmdz,south,2,43568.0
vmec,northeast,1,3159.0
vmgb,northeast,1,3159.0
vmhm,south,1,18112.0
vmiq,south,2,91099.0
vmkd,south,1,18129.0
vmlk,south,3,238861.0
vmmn,west,4,1559628.5
vmpq,south,2,72614.0
vmps,south,3,634355.0
vmpv,west,3,882276.5
vmpx,south,1,3873.0
vmsr,south,1,8786.0
vmsu,south,2,47441.0
vmtn,west,4,6537500.0
vmve,south,2,96819.0
vmvn,south,4,1928418.0
vmvp,south,2,38969.0
vmxl,south,1,5862.0
vmzp,west,4,6226193.0
vnaa,south,1,793.0
vnce,west,4,6633255.5
vnci,midwest,3,670670.0
vndr,south,1,678.0
vnfo,midwest,1,16377.0
vngr,south,1,145.0
vngx,midwest,1,1575.0
vnhg,west,4,4148546.0
vnhs,northeast,2,32069.057377049183
vnhu,south,1,501.0
vnit,midwest,3,176400.0
vnjg,midwest,3,902612.0
vnji,west,4,5692127.0
vnkl,south,2,59623.0
vnks,south,1,2905.0
vnou,south,1,145.0
vnpb,west,4,6200000.0
vnqa,south,1,9585.0
vnqm,south,1,17427.0
vnvp,west,4,1415519.995
vnvr,south,3,124896.0
vnwk,midwest,3,236565.0
vnzc,midwest,3,100170.0
vnzu,northeast,1,5667.0
voar,south,1,6644.0
voaw,south,4,1584435.0
vobw,south,1,1670.0
vodk,south,1,2190.00005722046
vods,south,1,3001.0
vodu,south,2,25233.0
voea,south,2,33112.0
voeo,south,1,33.0
vogf,west,4,5422500.0
voit,south,1,157.0
vojc,south,2,36597.0
vokh,south,2,52054.0
vokm,west,4,7127500.0
vomt,west,4,5425000.0
vooc,south,3,119450.0
voos,northeast,1,2580.1891252955083
voou,south,1,1056.0
voph,south,1,6535.0
voqm,northeast,2,22065.52734375
vori,west,1,701.5780425531915
vory,south,1,12199.0
voxl,south,1,342.0
vozd,south,1,19540.0
vpcf,west,4,1794096.5
vpcn,south,2,49620.0
vpgv,south,2,28319.0
vphn,midwest,2,53665.0
vpjo,west,4,5722500.0
vpju,south,2,67773.0
vpkm,west,4,4028055.5
vplc,south,3,103527.0
vplr,south,1,242.0
vpse,south,1,12780.0
vpsx,midwest,3,300202.0
vptt,south,1,3256.0
vpuz,south,3,420746.0
vpvb,northeast,1,4467.0
vpvf,south,1,13071.0
vpvx,west,4,2100207.5
vpwz,midwest,1,2300.0
vpyh,south,2,25931.0
vqaw,west,4,2044847.0
vqaz,west,4,7005000.0
vqbx,south,1,726.0
vqcl,south,2,48585.0
vqcx,west,4,6506252.0
vqdj,northeast,3,185333.0
vqef,south,1,939.0
vqgo,south,2,29046.0
vqgs,south,1,762.0
vqic,south,1,617.0
vqkj,west,4,1527706.665
vqmq,south,1,1880.0
vqsf,northeast,1,28.03418803418804
vqso,midwest,3,362906.0
vqsw,south,3,102839.0
vqtu,midwest,3,102690.0
vqxh,south,1,1452.0
vqyn,south,2,58299.0
vrcu,west,4,5187500.0
vrdk,west,4,4324397.0
vrdy,south,2,98755.0
vreq,south,2,28631.0
vrfs,south,2,39212.0
vrgy,west,4,5948500.0
vrjc,south,3,392115.0
vrkd,south,1,1815.0
vrke,south,2,91494.0
vrly,south,1,14523.0
vrpw,south,2,79294.0
vrqy,south,3,171711.0
vrsj,south,3,901139.0
vruf,west,3,336343.0
vrvm,south,1,10996.0
vrvv,south,3,308367.0
vrwd,south,1,436.0
vryl,south,1,6926.0
vsat,midwest,2,21294.0
vscb,south,3,149138.0
vscf,south,1,3994.0
vsck,south,3,130584.0
vsdd,west,4,1443613.3325
vseg,south,3,170788.0
vsgg,south,4,1163275.0
vshk,south,3,137966.0
vsic,west,4,9428418.0
vsiv,south,3,343897.8815
vsjf,south,1,254.0
vske,south,3,313209.0
vsmi,south,1,4992.0
vspv,south,1,12909.0
vsqo,west,4,2507270.0
vsrl,south,1,6777.0
vsuq,south,1,6261.0
vsux,south,2,28271.0
vsvx,northeast,1,7371.0
vswa,west,4,5740000.0
vsyf,south,3,177904.0
vsys,south,1,2723.0
vszl,south,3,616734.0
vtad,west,4,5487500.0
vtbr,south,1,290.0
vtcr,south,3,245852.0
vtcy,west,4,1292595.5
vtek,northeast,1,18542.507936507936
vtgf,midwest,3,257985.0
vtgo,south,1,6314.0
vtgt,midwest,1,15750.0
vthz,west,4,2881767.5
vtic,west,4,1738736.0
vtkh,midwest,2,49797.0
vtng,midwest,2,78452.0
vtog,midwest,1,0.0
vtpl,northeast,1,0.0
vtpo,northeast,1,332.83835325365214
vtro,midwest,3,181125.0
vttv,south,3,182000.0
vtup,midwest,2,27405.0
vtvl,northeast,1,10319.4
