uid,latitude,longitude,date,split
tmfh,36.12,-78.9114930085323,2018-05-21,train
tmfo,40.1125,-79.52821,2021-06-14,test
tmgu,36.07,-79.0469567528208,2020-07-22,train
tmgy,39.21067,-96.97298,2014-08-04,train
tmhd,35.8693067010102,-78.8322017749641,2017-07-20,train
tmif,41.55087787,-86.3616260258333,2018-07-16,train
tmil,37.2764,-120.954,2014-02-10,train
tmiy,38.1602,-121.206,2020-03-17,train
tmjc,35.51,-79.0968355509516,2018-04-11,train
tmjp,35.6292984981096,-79.3060397865208,2014-11-25,train
tmjq,38.1156,-121.494,2014-10-21,train
tmlc,35.6729998097587,-79.2248693340622,2021-07-12,train
tmmw,35.8947731650563,-79.0360225007506,2015-05-06,train
tmqf,38.9725,-94.67293,2016-09-06,test
tmra,36.00756,-78.9679165509146,2013-07-09,train
tmrp,35.7020896597175,-79.1708380889117,2018-08-09,train
tmsd,37.2639,-120.906,2020-02-26,train
tmsl,38.785,-121.653,2013-11-19,train
tmsp,35.9072890004351,-79.1361929306189,2020-07-15,train
tmsu,35.8973819247879,-79.0569016970507,2016-04-06,train
tmsw,35.976,-78.7541533506995,2016-02-09,train
tmte,36.055,-78.763,2014-06-05,train
tmtu,35.667064735156,-79.235893092222,2017-01-24,train
tmvg,35.794,-79.0127484988005,2015-04-22,train
tmwn,36.055,-78.763,2015-08-13,train
tmwr,40.473408,-79.203151,2015-09-22,test
tmwu,36.31,-79.116757409868,2020-10-13,test
tmxq,35.976,-78.7476907423209,2015-08-13,train
tmxr,38.0739,-121.212,2016-10-17,train
tmxv,35.6600916878648,-79.2488447722123,2020-09-24,train
tmyg,38.0609,-121.209,2017-05-16,train
tmyz,38.2104,-121.262,2015-01-20,train
tmzc,34.9414,-120.573,2017-01-10,test
tmzr,35.976,-78.7218403088065,2014-01-14,train
tnac,35.8746173904637,-78.8747058531464,2020-08-13,train
tnae,41.24576,-109.592962,2017-08-01,test
tnao,34.20618,-78.9261581583145,2014-06-03,test
tndn,38.8121,-121.774,2020-05-21,train
tnfn,35.7023558065607,-79.1703437499808,2018-07-09,train
tngp,37.515,-121.012,2015-01-13,train
tnhu,39.82640667,-95.52873464,2017-10-09,test
tnhy,36.9818,-120.221,2020-08-12,test
tnjl,35.9085933803009,-79.1466325287689,2021-04-28,train
tnjq,37.4806,-121.031,2021-06-15,train
tnjr,35.6554873474779,-79.2573968357174,2014-04-14,train
tnkp,40.64608,-80.5122,2019-09-17,test
tnkv,36.06,-78.76,2021-07-22,train
tnla,35.882878462947,-78.9408233080967,2016-12-13,train
tnlg,35.976,-78.7645929488496,2016-09-13,train
tnna,42.11,-81.575,2017-08-13,test
tnnq,42.281667,-81.671667,2017-08-13,test
tnnu,35.573,-78.9378405657681,2013-09-30,train
tnqj,37.0062,-120.6,2021-03-09,test
tnrk,35.5621,-119.151,2018-04-03,test
tnrx,37.2583,-120.475,2019-12-04,train
tntm,41.69472,-80.09417,2020-08-31,test
tnvh,35.9118853866288,-79.1729800860047,2013-09-04,train
tnwa,41.003574,-81.060687,2016-08-02,test
tnwc,35.6312679847491,-79.302381678432,2015-06-22,train
tnxg,35.6662662946265,-79.2373761090148,2017-06-21,train
tnxl,32.7414,-117.083,2013-05-15,test
tnxr,35.8884065490448,-78.985067319304,2019-08-22,train
tnxw,36.635965,-105.449618,2017-07-19,train
tnya,36.7368,-121.734,2014-04-30,test
tnyd,36.39,-78.8573065228964,2019-08-28,test
tnye,36.13,-79.1118634544518,2020-08-18,train
tnyv,41.29126,-80.1833,2019-07-31,test
tnzp,35.53,-79.0820053830237,2017-06-27,train
toaf,37.61429993,-97.62981051,2018-07-23,train
tobi,36.03,-78.7059323497208,2021-12-14,train
todo,35.34306,-103.44917,2015-03-24,test
todv,35.7264687105523,-79.1255566428386,2019-05-20,train
todz,41.309434,-80.461686,2015-07-29,test
tohb,36.1,-78.8933479927001,2018-06-07,train
toim,36.14,-79.0697457775366,2021-08-10,train
toiy,35.7004927786585,-79.1738041224973,2013-07-30,train
toiz,38.66955668,-95.61899181,2018-09-10,test
tojg,35.6436438129567,-79.2793949181437,2020-01-09,train
tokb,38.780916,-95.549753,2021-07-12,test
tokc,35.633104397967,-79.2989707398085,2015-12-07,train
tolm,35.8909531954494,-79.0054493918826,2020-09-24,train
toms,35.713,-79.0391956316052,2015-11-12,train
tomw,35.742,-79.2348719893228,2016-08-10,train
tono,40.4189,-122.214,2015-07-22,train
tonu,35.6831932338523,-79.2059361530076,2015-11-12,train
toof,35.9140593530718,-79.1903794162548,2014-08-05,train
toqe,36.14,-76.67,2021-09-16,test
toqi,39.0258,-121.727,2020-06-17,train
toqn,35.27816,-79.0441884548076,2015-08-18,train
toqu,35.6691939099014,-79.2319383807745,2015-12-07,train
torq,40.20305,-80.0094,2019-08-22,test
tosu,35.61,-78.9994839072255,2021-06-15,train
tosy,35.98,-78.8065999033104,2019-05-29,train
totx,35.6370433712459,-79.2916545236308,2015-10-12,train
toxx,41.021659,-80.999996,2017-10-10,test
toyo,36.039,-79.0879868840879,2013-09-25,train
tozt,39.3992,-99.42481,2017-09-05,train
tpaj,39.21067,-96.97298,2016-10-10,train
tpat,37.6003,-121.224,2020-09-08,train
tpbj,35.67,-79.0501699558718,2020-08-20,train
tpbn,35.794,-79.0198175455128,2016-08-10,train
tpcm,35.98,-78.8351845172927,2021-05-26,train
tpcn,34.97,-79.0851197182885,2021-09-29,test
tpcq,35.51,-79.0926831039318,2017-06-24,train
tpdh,39.21155,-97.00559,2017-06-19,train
tpdi,35.978104,-105.91934,2017-10-16,train
tped,35.6840182890661,-79.2044037023218,2015-08-06,train
tpek,35.46,-78.8692374922107,2019-05-20,train
tper,35.79,-79.0233273519224,2017-08-16,train
tpfn,40.22938,-77.27892,2021-08-30,train
tpft,35.6778170676201,-79.2159217994124,2018-12-06,train
tpgd,37.8189,-121.358,2020-01-22,train
tpgf,37.7025,-121.177,2015-04-08,train
tpgr,39.902,-75.17832,2017-08-17,train
tpgt,38.720200030009,-75.0800833304723,2018-08-14,train
tpia,35.8765739602624,-78.8903652503715,2021-09-09,train
tpiz,35.6838586009602,-79.2047003056803,2015-08-24,train
tpji,43.503333,-79.353333,2017-08-15,train
tplp,35.6933600432614,-79.1870524058462,2017-04-18,train
tpmz,35.912817086533,-79.1804369418262,2014-03-19,train
tpnj,35.6265305709406,-79.3111809114025,2015-12-07,train
tpnz,35.17,-84.3,2019-05-14,test
tppm,41.37746,-75.30423,2020-08-24,train
tpqi,41.267694,-80.470129,2013-06-24,test
tprg,35.9148047129951,-79.1963449009119,2014-11-25,train
tprw,36.3215,-121.295,2018-12-05,train
tptd,35.79,-79.0232779180293,2017-08-16,train
tpuc,35.98,-78.7946689339961,2018-08-16,train
tpue,34.63,-78.58,2019-01-15,test
tpvh,35.6437768863783,-79.2791477486783,2019-12-05,train
tpwc,35.98,-78.8003858567926,2018-12-17,train
tpxh,35.6904324279865,-79.1924901340864,2019-05-16,train
tpxq,35.64222,-78.8903652503715,2016-07-20,train
tpxw,36.33,-79.0733050178393,2018-06-19,test
tpzj,35.6367506097185,-79.2921982964548,2015-12-07,train
tpzl,35.98,-78.8083398363354,2019-06-13,train
tqah,38.1602,-121.206,2021-01-19,train
tqaw,41.992305,-78.929219,2019-10-08,train
tqbn,35.7040059169884,-79.167278848609,2014-08-13,train
tqbo,42.516667,-79.893333,2018-08-13,test
tqbr,38.0739,-121.212,2015-01-20,train
tqdw,42.076563,-104.996733,2019-09-09,test
tqen,35.98,-78.7742868614175,2017-05-24,train
tqeo,37.4419,-121.003,2018-04-09,train
tqes,37.3166,-122.102,2019-02-11,train
tqfe,41.2266,-123.7719,2018-07-25,train
tqfg,35.3575,-120.812,2020-04-20,test
tqfm,35.8635922749315,-78.7864663925925,2014-11-25,train
tqfz,35.7037131554609,-79.167822621433,2014-07-15,train
tqgf,38.814,-86.0806397222222,2018-08-06,train
tqgz,36.7025,-121.709,2014-04-30,test
tqhj,35.6600384584962,-79.2489436399985,2020-09-24,train
tqib,35.88,-79.1234309854356,2014-08-12,train
tqkj,35.13,-78.7228345562494,2019-08-02,test
tqnk,37.6106,-121.229,2017-07-11,train
tqoo,36.1814,-120.049,2019-03-06,test
tqpq,37.6399,-121.78,2017-04-11,train
tqrt,35.742,-79.2274151335014,2016-05-09,train
tqsw,34.73,-76.73,2018-12-18,test
tquq,36.9818,-120.221,2016-06-14,test
tqvc,36.9128,-121.744,2021-12-13,test
tqxq,39.693343,-79.388427,2014-08-26,test
tqye,35.6914171713062,-79.1906610800419,2018-08-09,train
tqyl,35.65436,-79.0074378867684,2016-06-22,train
tqyq,35.742,-79.203304633012,2015-05-20,train
tqza,42.105059,-78.751274,2015-09-09,train
tqzn,35.6679696344228,-79.2342123398568,2016-07-19,train
trba,35.8957980349509,-79.0442250421542,2015-07-23,train
trfl,35.6312945994334,-79.3023322445389,2015-06-22,train
trgf,36.7723,-121.788,2017-09-28,test
trgo,39.845,-95.376,2015-09-14,test
trgx,36.115,-78.9080131424823,2013-06-19,train
trhm,40.97766,-90.09147,2017-08-08,train
trhx,35.6848167295956,-79.202920685529,2015-05-20,train
trkd,35.7044051372531,-79.1665373402126,2014-08-13,train
trlu,35.9109226300612,-79.1652746683225,2013-06-04,train
trlx,35.7144921026095,-79.1478018947304,2016-09-15,train
trmi,35.61,-78.954494210436,2018-08-28,train
troh,35.976,-78.7643443869888,2016-09-13,train
troi,35.6928543642593,-79.1879916498149,2017-07-20,train
trok,35.61,-78.9537485248539,2018-07-16,train
trpj,42.038186,-78.908886,2015-07-11,train
trpp,39.11775544,-94.63771926,2019-06-24,test
trpy,35.794,-79.0181862270407,2016-05-09,train
trqa,35.7168608095137,-79.1434022782451,2018-07-30,train
trqu,35.6337165357063,-79.2978337602674,2015-08-24,train
trrf,35.6772847739338,-79.2169104772743,2019-04-10,train
trsj,35.669832662325,-79.2307519673403,2015-08-24,train
trsw,37.3906,-120.958,2013-09-10,train
trsz,36.7518,-121.742,2013-01-30,test
trur,40.40632,-76.07347,2020-07-30,train
trut,38.7686666488647,-75.3178833325704,2019-06-26,train
trvj,36.13,-79.1115174172002,2020-07-23,train
trvy,38.37611,-97.07583,2014-07-07,train
trvz,43.731667,-77.016667,2014-04-26,test
trxa,38.2397,-121.54,2021-04-28,train
trxl,43.58,-77.2,2016-04-10,test
tryt,35.6757411222434,-79.2197776430737,2020-01-09,train
tryv,36.11,-78.9037875908501,2018-07-05,train
tsai,37.9674,-121.464,2015-08-18,train
tsbo,35.8,-79.0401843094671,2017-10-18,train
tscd,34.9576,-120.631,2021-12-17,test
tscq,37.8717,-121.526,2016-09-20,train
tsfb,35.858281585478,-78.7439623144102,2018-06-04,train
tsgc,39.3992,-99.42481,2019-10-21,train
tshs,37.9631,-101.75919,2017-10-02,train
tskb,35.98,-78.8140567591319,2019-11-20,train
tskq,42.027378,-78.967089,2019-11-04,train
tsks,36.7489,-120.513,2016-01-08,train
tsmc,34.9552,-120.487,2014-08-25,test
tsnd,34.73475,-77.44025,2014-08-14,test
tsoq,35.7097813034853,-79.1565516938078,2016-08-10,train
tsrp,35.6953295299009,-79.1833942977573,2016-05-09,train
tssy,38.0455,-121.469,2018-04-10,train
tsua,39.794631,-79.368053,2014-10-22,test
tsuk,35.8645239748356,-78.793923248414,2015-06-22,train
tsuv,35.837,-79.001,2015-01-27,train
tsuz,35.6990822003896,-79.1764241188312,2014-05-19,train
tsvk,36.4638,-119.223,2016-12-16,test
tsxl,35.708583642691,-79.158776218997,2021-07-13,train
tsxs,44.761667,-82.783333,2015-04-21,train
tsyi,36.03,-78.6793362306242,2020-03-18,train
tsyo,37.8717,-121.526,2021-07-21,train
tsyw,35.8822262730141,-78.9356035090217,2016-08-10,train
tszb,39.16522,-96.91105,2015-09-14,train
tszj,48.0825,-89.252383,2019-08-24,test
tszk,37.4583,-120.967,2018-08-14,train
ttaq,36.04,-79.0894699008807,2018-06-14,train
ttat,35.7255904259699,-79.1271879613106,2017-07-06,train
ttcb,37.1145,-120.89,2015-03-10,train
ttdc,35.47745,-76.81692,2014-09-02,test
ttdp,35.036,-79.1187841994848,2021-07-22,test
tteu,39.4981,-84.9868416666667,2021-06-28,test
ttfm,35.905301373973,-79.1202849715331,2019-09-04,train
ttgc,37.8189,-121.358,2020-03-17,train
ttgf,35.976,-78.7121463962386,2013-04-24,train
ttgl,36.16,-79.1055359161359,2020-08-19,train
ttjp,35.9013571777122,-79.0887176152222,2017-09-20,train
ttkq,47.740833,-88.737,2016-04-20,test
ttld,38.307,-121.794,2013-11-19,train
ttlk,33.92564,-94.97337,2017-08-28,test
ttnt,41.98076,-110.65725,2019-09-12,train
ttod,47.370167,-90.851833,2013-08-19,test
ttou,36.16156,-96.29591,2017-08-01,test
ttpk,37.4125,-120.759,2014-06-10,train
ttpl,35.6328914804924,-79.2993662109533,2016-03-03,train
ttpu,36.6568,-121.614,2020-03-17,test
ttpv,35.60595,-78.9870558141897,2016-05-11,train
ttqb,35.0164,-120.586,2021-12-15,test
ttrh,38.9353,-121.408,2018-07-17,train
ttrx,35.61,-78.9480316020574,2019-09-01,train
ttsj,35.036,-79.1187347655917,2021-07-22,test
ttsk,35.79,-79.0264911210803,2018-07-11,train
ttsp,35.6870523630783,-79.1987682385092,2021-07-12,train
tttw,35.98,-78.7896976967818,2018-05-23,train
ttuc,39.80482,-99.93915,2018-06-25,train
ttuf,42.021242,-78.95833,2013-09-24,train
ttvw,35.6260248919385,-79.3121201553713,2016-05-24,train
ttvz,35.0164,-120.586,2016-12-15,test
ttwb,35.639145931307,-79.2877492460765,2014-11-25,train
ttxx,40.456103,-79.453608,2015-08-20,test
ttyj,36.17,-79.0519990099163,2018-05-17,train
ttzg,37.9674,-121.464,2015-10-20,train
ttzu,35.794,-79.018878301544,2016-06-07,train
tuaf,39.1853,-121.704,2014-06-17,train
tuar,36.05,-76.7,2021-05-17,test
tucx,35.8803939298693,-78.9209383592395,2015-09-24,train
tucy,39.4981,-84.9868416666667,2016-06-01,test
tufb,37.8717,-121.526,2016-03-07,train
tufj,38.0601,-121.499,2014-06-17,train
tugx,35.8850834860534,-78.9584712002075,2017-12-06,train
tuhn,35.45,-79.0565963619739,2019-06-19,train
tuln,39.1766,-122.189,2018-05-15,train
tumj,37.1145,-120.89,2019-12-05,train
tuoj,35.6778969116731,-79.2157734977331,2018-11-07,train
tuol,38.04947082,-99.82700111,2018-08-06,train
tuqk,35.6645629548302,-79.2405398781727,2018-06-13,train
tuqr,36.17,-79.0562997586154,2020-09-28,train
tuup,39.6375,-95.457,2018-08-13,test
tuvp,34.94,-79.1036079943053,2021-08-24,test
tuvt,41.65538,-80.4602,2019-07-15,test
tuvy,38.2399,-121.565,2019-02-19,train
tuyj,35.6999604849721,-79.1747928003591,2013-09-18,train
tuza,34.4384,-119.906,2018-04-17,test
tvae,35.7254573525483,-79.1274351307761,2017-07-06,train
tval,34.9414,-120.573,2021-10-04,test
tvav,38.307,-121.794,2021-06-15,train
tvbn,35.742,-79.2187154683763,2015-10-12,train
tvbo,35.8911705920937,-79.0071893249077,2020-10-22,train
tvcb,38.9353,-121.408,2015-06-16,train
tvfr,35.48,-76.82,2021-03-17,test
tvgc,36.1606,-79.0981702660651,2015-07-27,train
tvgl,35.6459060611236,-79.2751930372308,2019-01-15,train
tvgt,40.443603,-79.438886,2015-08-20,test
tvhh,37.6399,-121.78,2014-08-12,train
tvhx,35.687212051184,-79.1984716351506,2021-06-17,train
tvir,41.047735,-81.00185,2017-05-01,test
tvju,42.0253,-73.3829,2018-09-19,train
tvjw,43.58,-77.2,2016-08-14,test
tvki,38.2399,-121.565,2013-11-19,train
tvku,38.0601,-121.499,2019-04-09,train
tvlz,32.9991,-117.206,2014-11-22,test
tvmx,37.7705,-121.292,2021-08-18,train
tvne,41.965,-82.041667,2018-04-08,test
tvos,35.9076306237333,-79.1389271110867,2020-09-24,train
tvox,41.92421,-72.21896,2017-09-14,test
tvqi,39.27761,-86.21214,2017-08-12,train
tvqo,37.6106,-121.229,2016-07-12,train
tvry,35.8773503768491,-78.8965792968894,2020-08-13,train
tvrz,36.16,-79.100246489575,2020-08-24,train
tvss,41.239436,-80.881107,2019-11-06,test
tvtn,39.80534,-76.88722,2021-08-03,train
tvuw,35.478,-79.0575850398358,2016-08-24,train
tvuy,39.80482,-99.93915,2017-07-05,train
tvvl,35.9055498272808,-79.1222734664188,2019-10-17,train
tvxv,35.68225,-79.07802,2015-02-11,train
tvxx,41.267694,-80.470129,2018-05-31,test
tvzv,34.6766,-120.553,2020-04-21,test
twdj,35.76,-79.0814121763066,2020-08-11,train
twdt,37.1145,-120.89,2017-03-14,train
twem,34.99,-79.88,2021-08-25,test
twet,30.03834,-98.24509,2017-08-23,train
tweu,35.6320398105943,-79.3009480955323,2014-10-08,train
twew,35.6298574064803,-79.3050016747659,2016-05-24,train
twgb,35.3575,-120.812,2020-09-22,test
twgs,41.798303,-72.428591,2019-08-06,test
twgw,42.021242,-78.95833,2013-08-21,train
twhh,41.3305639294444,-85.3836083333333,2021-05-24,train
twik,36.028,-78.716,2013-08-13,train
twin,35.7189367548905,-79.1395464345839,2018-07-16,train
twjj,37.5582,-121.164,2015-07-14,train
twjp,35.6990023563367,-79.1765724205105,2014-06-10,train
twkl,36.984726,-104.374726,2015-10-28,train
twkm,38.2104,-121.262,2016-05-17,train
twll,36.7081,-121.6,2014-02-27,test
twmv,46.47467226,-68.27593111,2017-07-24,train
twnk,37.16634,-100.43143,2016-09-12,train
twnm,37.9674,-121.464,2021-01-28,train
twov,37.72797,-97.82922,2020-07-20,train
twpo,36.21,-76.73,2018-02-20,test
twro,35.57,-78.9410718699574,2018-06-11,train
twrx,34.2127,-78.9174584931894,2013-07-17,test
twtb,38.43742,-97.16167,2021-07-19,train
twtq,39.1853,-121.704,2018-07-18,train
twtr,44.74,-82.06,2019-04-17,train
twvb,43.771667,-77.438333,2014-04-26,test
twvn,37.2486,-120.851,2021-03-19,train
twvo,38.6382833480835,-75.1691833337148,2018-11-06,train
twwc,35.742,-79.2301493139692,2016-06-07,train
twwk,39.09447,-96.90462,2016-08-29,train
twyd,35.7101539090657,-79.1558596193045,2016-07-13,train
twyn,35.0228,-120.586,2016-12-15,test
twyq,41.80308,-77.19483,2021-09-16,test
twyy,38.1602,-121.206,2020-08-19,train
twzz,35.742,-79.2117557362763,2015-07-23,train
txap,35.6541299985777,-79.2599179642651,2014-09-22,train
txct,41.3928,-87.76008,2017-06-16,train
txeh,37.2953,-120.85,2015-01-13,train
txgc,35.6546090628954,-79.2590281541895,2014-08-05,train
txhg,35.6641903492497,-79.241231952676,2018-07-11,train
txiq,36.8754,-121.561,2021-09-28,test
txiy,36.172,-79.0512575015199,2013-07-11,train
txmo,35.8713564407993,-78.8486068577713,2018-10-18,train
txnk,35.9116058766576,-79.1707430292583,2013-08-07,train
txnu,36.17,-79.072069170512,2018-08-16,train
txop,35.98,-78.8359302028748,2021-05-26,train
txoz,36.1786,-119.834,2013-06-17,test
txpe,37.4419,-121.003,2014-01-14,train
txqa,35.794,-79.0200152810852,2016-09-20,train
txre,35.6268233324681,-79.3106371385785,2015-11-12,train
txsa,35.74686,-79.0792865189036,2015-10-14,train
txtu,45.278333,-82.451667,2017-08-09,train
txwf,35.2,-79.1047944077395,2018-05-15,train
txxt,37.6106,-121.229,2018-08-14,train
tyaa,35.8910774221033,-79.0064436393255,2020-09-24,train
tybf,35.6663195239951,-79.2372772412286,2017-05-17,train
tyco,35.6755814341375,-79.2200742464322,2020-02-03,train
tyeh,34.41,-78.3,2020-05-26,test
tyfv,37.6413,-121.229,2015-04-29,train
tygq,37.4125,-120.759,2017-06-13,train
tyhf,35.5,-79.0955008358381,2017-05-18,train
tyhw,38.7686666488647,-75.3178833325704,2020-11-11,train
tyid,41.697351,-80.100017,2017-06-21,test
tyjg,35.6638709730379,-79.2418251593931,2018-11-07,train
tyka,35.6353400314496,-79.2948182927887,2017-12-06,train
tykw,37.4363,-120.036,2017-01-10,test
tylw,36.7368,-121.734,2014-12-02,test
tylx,35.6993749619171,-79.1758803460072,2014-03-19,train
tyma,36.03,-78.6838103441171,2020-06-24,train
tynk,35.75,-78.82,2020-05-13,train
tyob,42.43,-81.205,2017-08-13,test
tyoh,38.785,-121.653,2014-03-18,train
tyoo,35.6702851119584,-79.2299115911577,2015-07-07,train
tyoq,35.7035800820393,-79.1680697908985,2019-06-06,train
tyox,36.7593,-121.755,2020-04-28,test
typp,37.8717,-121.526,2020-12-15,train
tyql,36.35,-79.1131981695653,2019-07-01,test
tyqn,35.385281,-104.186115,2015-03-25,test
tyqx,35.74,-79.02,2021-05-24,train
tyqy,41.0491,-121.762,2021-07-21,train
tyrh,36.18,-79.053432592816,2018-08-29,train
tyrj,35.68836,-78.69872405576,2016-08-31,train
tyrv,35.6625668535064,-79.2442474201547,2019-07-02,train
tysb,44.78814,-93.91278,2017-08-24,train
tysk,35.6558067236897,-79.2568036290003,2014-02-25,train
tyso,41.977778,-81.756944,2018-08-12,test
tysw,35.6458262170707,-79.2753413389101,2019-02-19,train
tytp,38.04947082,-99.82700111,2019-09-16,train
tyuo,35.8581573588241,-78.7429680669673,2013-04-10,train
tyup,38.4140402777778,-86.6678775,2020-07-27,train
tyvn,35.8971334714801,-79.054913202165,2015-12-07,train
tywa,37.2639,-120.906,2015-10-13,train
tywh,35.6333173154415,-79.2985752686638,2015-10-12,train
tyyh,37.1145,-120.89,2014-09-09,train
tyyp,36.06,-78.76,2018-06-27,train
tyzk,46.77485,-86.554033,2017-08-29,test
tzal,38.720200030009,-75.0800833304723,2020-08-13,train
tzbd,39.79722,-76.04278,2017-09-07,train
tzbf,34.6766,-120.553,2014-02-28,test
tzbr,35.99,-76.61,2017-07-20,test
tzcx,41.935,-81.478333,2013-04-03,test
tzcy,32.8392,-117.024,2013-09-18,test
tzdd,35.7154768459292,-79.1459728406859,2016-06-08,train
tzed,38.1526,-121.501,2018-08-21,train
tzen,42.49864,-77.12653,2017-08-23,test
tzep,37.4363,-120.036,2020-04-14,test
tzet,35.8570393189392,-78.7340198399816,2019-07-15,train
tzeu,41.707665,-73.382964,2017-08-03,train
tzev,35.6909647216728,-79.1915014562245,2018-12-06,train
tzfb,35.7206667093711,-79.1363332315328,2014-06-04,train
tzgr,35.8944625984216,-79.0335368821435,2015-04-22,train
tzhe,35.8861704692749,-78.9671708653325,2018-07-11,train
tzhl,35.7157696074567,-79.1454290678619,2013-09-17,train
tzib,35.487,-79.0619846563211,2016-08-24,train
tzil,40.4189,-122.214,2018-08-22,train
tzjd,41.29195,-80.1827,2019-06-20,test
tzjw,34.2,-77.93,2021-08-23,test
tzki,40.40705,-76.07799,2020-07-30,train
tzlg,34.965,-79.0826480236339,2016-06-15,test
tzli,42.027378,-78.967089,2017-10-24,train
tzmk,35.648035235869,-79.2712383257834,2017-08-16,train
tznw,35.95,-79.242,2013-08-05,train
tzpd,35.7060286329965,-79.1635218727339,2016-06-22,train
tzpf,41.69487,-80.0944,2019-08-22,test
tzpt,35.6932269698398,-79.1872995753116,2017-05-17,train
tzqx,35.48,-76.82,2018-04-12,test
tzrn,35.8944315417582,-79.0332883202827,2015-03-24,train
tzsq,44.88032,-99.74593,2017-06-19,test
tzsr,35.50583,-79.0974287576687,2016-06-22,train
tzvy,40.4189,-122.214,2014-07-17,train
tzxc,35.66568,-79.0484397696136,2015-09-23,train
tzxy,39.3092,-121.595,2014-04-16,train
tzyh,38.51586531,-95.73903003,2018-09-04,test
tzyt,37.1366,-120.762,2014-08-12,train
tzzf,39.16522,-96.91105,2017-06-19,train
tzzu,38.3777,-121.542,2019-12-02,train
uabq,39.90295,-98.03965,2015-07-13,test
uaco,35.693918951632,-79.1860142940912,2016-11-21,train
uacv,35.84,-79.0,2017-08-21,train
uado,36.17,-79.0715748315811,2018-06-28,train
uadt,35.6663461386794,-79.2372278073355,2017-05-17,train
uaex,39.21067,-96.97298,2017-08-21,train
uagf,40.305497,-75.187012,2018-08-28,train
uagt,35.6896606021412,-79.1939237169861,2019-09-04,train
uail,37.9893,-121.463,2016-04-19,train
uakp,38.38889,-97.09306,2015-07-13,train
uall,35.79,-79.0311873409242,2020-01-09,train
ualm,41.55443,-75.70577,2021-09-21,train
ualo,36.9893,-121.533,2019-05-29,test
ualq,35.7101006796971,-79.1559584870907,2016-07-13,train
uals,35.7265485546053,-79.1254083411593,2014-08-12,train
uama,36.7489,-120.513,2016-03-08,train
uamc,37.8208,-121.5,2014-07-15,train
uapo,37.8817,-121.249,2015-09-15,train
uaqd,35.9072579437717,-79.1359443687581,2020-07-15,train
uaqp,36.055,-78.763,2014-10-28,train
uaqs,36.3559,-119.279,2018-06-21,test
uarm,33.4779,-117.142,2017-02-19,test
uaro,37.4583,-120.967,2014-06-10,train
uaso,38.31806,-96.99139,2021-05-17,train
uata,34.4395,-119.854,2017-09-28,test
uatk,41.632492,-80.440413,2016-08-24,test
uatw,41.003574,-81.060687,2017-08-01,test
uavn,35.6545026041582,-79.2592258897618,2014-08-25,train
uavt,40.418115,-76.592919,2018-05-22,train
uawf,35.8723502540303,-78.8565608373142,2019-06-11,train
uawo,35.8760770536468,-78.8863882606,2021-06-17,train
uawt,35.8848350327456,-78.9564827053217,2017-10-18,train
uawv,36.12,-78.9122386941144,2018-05-21,train
uawz,38.9725,-94.67293,2021-10-04,test
uaxi,39.09447,-96.90462,2015-08-03,train
uaxz,35.6387999404109,-79.2883918866866,2015-02-11,train
uayw,35.9051460906556,-79.1190421622295,2019-08-22,train
uazi,36.055,-78.763,2015-12-01,train
uban,35.6561260999015,-79.2562104222832,2013-11-06,train
ubba,37.5582,-121.164,2018-05-08,train
ubbb,41.5726,-75.70775,2021-07-26,train
ubbm,37.6106,-121.229,2014-07-08,train
ubbx,39.08555,-96.94028,2015-08-03,train
ubcl,35.48,-76.82,2017-05-08,test
ubcz,37.0062,-120.6,2016-11-01,test
ubdb,44.868638,-93.524033,2013-08-19,train
ubde,35.6593464767039,-79.2502289212189,2021-04-28,train
ubeh,41.80687,-77.1974,2019-08-05,test
ubek,35.6374425915107,-79.2909130152344,2015-08-06,train
ubfu,35.68836,-78.6920128855207,2016-06-22,train
ubfv,37.1366,-120.762,2018-06-12,train
ubig,35.6677034875796,-79.2347066787877,2016-09-20,train
ubij,41.83487,-73.14888,2015-07-16,train
ubjd,35.874306823829,-78.8722202345393,2020-07-15,train
ubjj,35.7148380935056,-79.1471592541202,2016-08-24,train
ubjm,40.7794940736111,-85.6374722222222,2017-08-14,train
ubjo,43.596667,-78.801667,2013-08-12,train
ubka,38.307,-121.794,2014-07-15,train
ubkr,39.21067,-96.97298,2017-07-31,train
ubkx,35.6495788875595,-79.268371159984,2016-10-18,train
ublh,40.921798,-79.276664,2017-07-12,test
ubly,37.66,-120.875,2015-10-13,train
ubmc,35.61133,-78.9800960820897,2016-07-27,train
ubme,35.8886550023526,-78.9870558141897,2019-09-14,train
ubna,35.79,-79.0367733708437,2021-06-17,train
ubpi,40.07143,-75.72311,2021-08-25,train
ubpm,35.38212,-103.49741,2015-03-24,test
ubpr,35.794,-79.0121552920834,2015-02-11,train
ubpu,35.8848971460726,-78.9569798290432,2017-10-18,train
ubql,37.3978,-120.96,2013-10-15,train
ubrm,35.98,-78.7884548874782,2018-03-28,train
ubro,35.7024888799823,-79.1700965805153,2013-04-10,train
ubrw,35.6292186540566,-79.3061880882001,2014-12-30,train
ubsm,36.7518,-121.742,2013-05-29,test
ubth,36.055,-78.763,2013-09-11,train
ubwa,35.6260781213072,-79.3120212875851,2016-05-09,train
ubwn,44.0685677,-69.28787409,2017-08-10,train
ubwz,36.7605,-119.513,2013-04-15,test
ubxe,39.89305,-98.0676,2019-08-13,test
